id,date,product_name,category,quantity_sold,unit_price,revenue,region
442,2025-04-15,Webcam,Accessories,12,80.0,960.0,East
443,2025-04-12,Smartphone,Electronics,6,500.0,3000.0,East
444,2025-04-23,Keyboard,Accessories,19,30.0,570.0,South
445,2025-04-14,Headphones,Accessories,11,60.0,660.0,West
446,2025-04-01,Mouse,Accessories,5,20.0,100.0,East
447,2025-04-25,Smartphone,Electronics,2,500.0,1000.0,West
448,2025-04-05,Charger,Accessories,17,25.0,425.0,South
449,2025-04-27,Monitor,Electronics,10,200.0,2000.0,West
450,2025-04-30,USB Cable,Accessories,19,10.0,190.0,East
451,2025-04-13,Monitor,Electronics,8,200.0,1600.0,East
452,2025-04-08,Laptop,Electronics,9,750.0,6750.0,West
453,2025-04-07,Smartphone,Electronics,16,500.0,8000.0,West
454,2025-04-22,Mouse,Accessories,10,20.0,200.0,South
455,2025-04-29,Tablet,Electronics,13,300.0,3900.0,South
456,2025-04-07,Headphones,Accessories,9,60.0,540.0,South
457,2025-04-22,Keyboard,Accessories,7,30.0,210.0,East
458,2025-04-23,Charger,Accessories,17,25.0,425.0,South
459,2025-04-20,Headphones,Accessories,1,60.0,60.0,West
460,2025-04-21,Smartphone,Electronics,10,500.0,5000.0,West
461,2025-04-18,Tablet,Electronics,11,300.0,3300.0,West
462,2025-04-14,Mouse,Accessories,12,20.0,240.0,North
463,2025-04-26,Smartphone,Electronics,14,500.0,7000.0,South
464,2025-04-14,Charger,Accessories,1,25.0,25.0,West
465,2025-04-25,USB Cable,Accessories,15,10.0,150.0,East
466,2025-04-06,Charger,Accessories,17,25.0,425.0,South
467,2025-04-17,Mouse,Accessories,18,20.0,360.0,West
468,2025-04-17,Keyboard,Accessories,1,30.0,30.0,South
469,2025-04-30,Smartphone,Electronics,14,500.0,7000.0,East
470,2025-04-24,USB Cable,Accessories,1,10.0,10.0,North
471,2025-04-06,Charger,Accessories,16,25.0,400.0,West
472,2025-04-30,Laptop,Electronics,12,750.0,9000.0,East
473,2025-04-17,Mouse,Accessories,11,20.0,220.0,North
474,2025-04-01,USB Cable,Accessories,18,10.0,180.0,North
475,2025-04-23,Monitor,Electronics,2,200.0,400.0,East
476,2025-04-28,Laptop,Electronics,19,750.0,14250.0,North
477,2025-04-14,Smartphone,Electronics,4,500.0,2000.0,West
478,2025-04-07,Monitor,Electronics,19,200.0,3800.0,South
479,2025-04-02,Keyboard,Accessories,9,30.0,270.0,North
480,2025-04-01,Laptop,Electronics,6,750.0,4500.0,West
481,2025-04-05,Smartphone,Electronics,4,500.0,2000.0,East
482,2025-04-17,Keyboard,Accessories,12,30.0,360.0,East
483,2025-04-27,Headphones,Accessories,16,60.0,960.0,West
484,2025-04-02,USB Cable,Accessories,2,10.0,20.0,North
485,2025-04-07,USB Cable,Accessories,15,10.0,150.0,South
486,2025-04-06,Tablet,Electronics,9,300.0,2700.0,West
487,2025-04-05,Monitor,Electronics,5,200.0,1000.0,South
488,2025-04-07,Mouse,Accessories,15,20.0,300.0,North
489,2025-04-08,Keyboard,Accessories,7,30.0,210.0,East
490,2025-04-20,Tablet,Electronics,14,300.0,4200.0,East
491,2025-04-20,Tablet,Electronics,9,300.0,2700.0,North
492,2025-04-06,Headphones,Accessories,20,60.0,1200.0,North
493,2025-04-21,Laptop,Electronics,12,750.0,9000.0,North
494,2025-05-01,Charger,Accessories,10,25.0,250.0,East
495,2025-04-26,Mouse,Accessories,13,20.0,260.0,West
496,2025-04-10,Laptop,Electronics,6,750.0,4500.0,North
497,2025-04-13,Monitor,Electronics,3,200.0,600.0,South
498,2025-04-16,Headphones,Accessories,12,60.0,720.0,East
499,2025-04-27,Laptop,Electronics,13,750.0,9750.0,East
500,2025-04-17,Monitor,Electronics,6,200.0,1200.0,South
501,2025-04-21,Mouse,Accessories,13,20.0,260.0,North
502,2025-04-21,USB Cable,Accessories,6,10.0,60.0,West
503,2025-04-14,Headphones,Accessories,11,60.0,660.0,East
504,2025-04-26,Charger,Accessories,13,25.0,325.0,North
505,2025-04-29,Smartphone,Electronics,2,500.0,1000.0,North
506,2025-04-02,Tablet,Electronics,18,300.0,5400.0,West
507,2025-04-18,Tablet,Electronics,17,300.0,5100.0,South
508,2025-04-20,Webcam,Accessories,5,80.0,400.0,North
509,2025-04-28,Mouse,Accessories,2,20.0,40.0,South
510,2025-04-18,Charger,Accessories,9,25.0,225.0,South
511,2025-04-17,Smartphone,Electronics,11,500.0,5500.0,East
512,2025-04-10,Monitor,Electronics,8,200.0,1600.0,West
513,2025-04-26,Smartphone,Electronics,18,500.0,9000.0,West
514,2025-04-10,Tablet,Electronics,17,300.0,5100.0,North
515,2025-04-04,Tablet,Electronics,16,300.0,4800.0,East
516,2025-04-02,Mouse,Accessories,12,20.0,240.0,East
517,2025-04-27,Keyboard,Accessories,1,30.0,30.0,South
518,2025-04-02,Laptop,Electronics,19,750.0,14250.0,South
519,2025-04-10,Keyboard,Accessories,13,30.0,390.0,West
520,2025-04-06,USB Cable,Accessories,8,10.0,80.0,West
